duracion_estadia,gasto_total_pesos,motivo,alojamiento
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,1200000.0,g. Negocios y motivos profesionales,a. Hotel 
4.0,50000.0,g. Negocios y motivos profesionales,a. Hotel 
15.0,600000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
999.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,4000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,120000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,1200000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
15.0,600000.0,a. Vacaciones/recreación/Ocio ,b. Hostal
2.0,80000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,450000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,300000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
5.0,750000.0,e. Religión/Peregrinaciones,c. Apartahotel
5.0,3000000.0,b. Visita a familiares y amigos,d. Inmueble de alquiler (pagos por plataforma dig)
3.0,300000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
2.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
1.0,50000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
2.0,120000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,250.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,2000000.0,g. Negocios y motivos profesionales,a. Hotel 
3.0,300000.0,e. Religión/Peregrinaciones,a. Hotel 
4.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
999.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,50000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,1800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,g. Negocios y motivos profesionales,a. Hotel 
6.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,2500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,b. Visita a familiares y amigos,a. Hotel 
7.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
22.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
8.0,600000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,1500000.0,g. Negocios y motivos profesionales,a. Hotel 
15.0,2000000.0,h. Trabajo remunerado en otra ciudad,d. Inmueble de alquiler (pagos por plataforma dig)
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,3000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
5.0,6000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
9.0,2000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,450000.0,e. Religión/Peregrinaciones,a. Hotel 
5.0,5000000.0,g. Negocios y motivos profesionales,a. Hotel 
10.0,1000000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,5000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,2000000.0,g. Negocios y motivos profesionales,a. Hotel 
4.0,400000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,250000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,800000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,200000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
7.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,100000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
7.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,150000.0,h. Trabajo remunerado en otra ciudad,c. Apartahotel
8.0,2500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,600.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
7.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
10.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,250000.0,c. Educación y formación,a. Hotel 
10.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,400000.0,g. Negocios y motivos profesionales,a. Hotel 
2.0,300.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
18.0,700000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
8.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,1000000.0,h. Trabajo remunerado en otra ciudad,c. Apartahotel
30.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,400000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,3000000.0,g. Negocios y motivos profesionales,a. Hotel 
6.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,150000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,1200000.0,g. Negocios y motivos profesionales,a. Hotel 
6.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,300000.0,g. Negocios y motivos profesionales,a. Hotel 
4.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,g. Negocios y motivos profesionales,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,700.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
9.0,12500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,400000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
9.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,250000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,2000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
14.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,150000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
15.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
9.0,1500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,800000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
6.0,1500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
10.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
1.0,150000.0,g. Negocios y motivos profesionales,a. Hotel 
1.0,100000.0,i. Otro.,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,2500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,1500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,350000.0,c. Educación y formación,d. Inmueble de alquiler (pagos por plataforma dig)
3.0,350000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,800000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,1000000.0,g. Negocios y motivos profesionales,a. Hotel 
2.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,700000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,3000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
10.0,1500000.0,g. Negocios y motivos profesionales,c. Apartahotel
2.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,300000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
10.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,600.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
20.0,5000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
8.0,800000.0,h. Trabajo remunerado en otra ciudad,d. Inmueble de alquiler (pagos por plataforma dig)
999.0,1500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
28.0,4000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
24.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
999.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,600.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
7.0,200000.0,"d. Salud , Bienestar y atención médica","e. Casa propia, de familiares o amigos (sin pago)"
4.0,800000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,300000.0,e. Religión/Peregrinaciones,a. Hotel 
5.0,500000.0,h. Trabajo remunerado en otra ciudad,c. Apartahotel
6.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,g. Negocios y motivos profesionales,a. Hotel 
2.0,120000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,300000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,300.0,c. Educación y formación,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,400000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,500000.0,h. Trabajo remunerado en otra ciudad,b. Hostal
4.0,700000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,350000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,800000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
5.0,3000000.0,e. Religión/Peregrinaciones,a. Hotel 
4.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,3500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,1000000.0,e. Religión/Peregrinaciones,a. Hotel 
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,3000000.0,a. Vacaciones/recreación/Ocio ,c. Apartahotel
6.0,1500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,800000.0,h. Trabajo remunerado en otra ciudad,c. Apartahotel
2.0,600000.0,g. Negocios y motivos profesionales,a. Hotel 
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,400000.0,f. Compras,a. Hotel 
2.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,360000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,2000000.0,g. Negocios y motivos profesionales,a. Hotel 
3.0,1500000.0,g. Negocios y motivos profesionales,a. Hotel 
4.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
8.0,8000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,2500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,g. Negocios y motivos profesionales,a. Hotel 
5.0,1000000.0,g. Negocios y motivos profesionales,c. Apartahotel
10.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,g. Negocios y motivos profesionales,a. Hotel 
5.0,4000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,3000000.0,a. Vacaciones/recreación/Ocio ,c. Apartahotel
8.0,2500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
12.0,500000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,5000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,600000.0,g. Negocios y motivos profesionales,a. Hotel 
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,700000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,4000000.0,"d. Salud , Bienestar y atención médica",a. Hotel 
